ensembl_id_mouse	gene_symbol	HGNC_symbol	ensembl_id_human	description
ENSMUSG00000075520	Malrd1	MALRD1	ENSG00000204740	MAM and LDL receptor class A domain containing 1 [Source:MGI Symbol;Acc:MGI:1928271]
ENSMUSG00000017720	Trp53tg5	TP53TG5	ENSG00000124251	transformation related protein 53 target 5 [Source:MGI Symbol;Acc:MGI:1920853]
ENSMUSG00000027210	Meis2	MEIS2	ENSG00000134138	Meis homeobox 2 [Source:MGI Symbol;Acc:MGI:108564]
ENSMUSG00000022044	Stmn4	STMN4	ENSG00000015592	stathmin-like 4 [Source:MGI Symbol;Acc:MGI:1931224]
ENSMUSG00000022477	Aco2	ACO2	ENSG00000100412	aconitase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:87880]
ENSMUSG00000029229	Chic2	CHIC2	ENSG00000109220	cysteine-rich hydrophobic domain 2 [Source:MGI Symbol;Acc:MGI:1921527]
ENSMUSG00000034525	Ice1	ICE1	ENSG00000164151	interactor of little elongation complex ELL subunit 1 [Source:MGI Symbol;Acc:MGI:2385865]
ENSMUSG00000000959	Oxa1l	OXA1L	ENSG00000155463	oxidase assembly 1-like [Source:MGI Symbol;Acc:MGI:1916339]
ENSMUSG00000054931	Zkscan4	ZKSCAN4	ENSG00000187626	zinc finger with KRAB and SCAN domains 4 [Source:MGI Symbol;Acc:MGI:3649412]
ENSMUSG00000021086	Ccdc175	CCDC175	ENSG00000151838	coiled-coil domain containing 175 [Source:MGI Symbol;Acc:MGI:1921186]
ENSMUSG00000042213	Zfand4	ZFAND4	ENSG00000172671	zinc finger, AN1-type domain 4 [Source:MGI Symbol;Acc:MGI:1914742]
ENSMUSG00000076430	Hus1b	HUS1B	ENSG00000188996	HUS1 checkpoint clamp component B [Source:MGI Symbol;Acc:MGI:2671003]
ENSMUSG00000021109	Hif1a	HIF1A	ENSG00000100644	hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]
ENSMUSG00000027288	Zfp106	ZNF106	ENSG00000103994	zinc finger protein 106 [Source:MGI Symbol;Acc:MGI:1270153]
ENSMUSG00000027291	Vps39	VPS39	ENSG00000166887	VPS39 HOPS complex subunit [Source:MGI Symbol;Acc:MGI:2443189]
ENSMUSG00000034958	Atcay	ATCAY	ENSG00000167654	ataxia, cerebellar, Cayman type [Source:MGI Symbol;Acc:MGI:2448730]
ENSMUSG00000024155	Meiob	MEIOB	ENSG00000162039	meiosis specific with OB domains [Source:MGI Symbol;Acc:MGI:1922428]
ENSMUSG00000026728	Vim	VIM	ENSG00000026025	vimentin [Source:MGI Symbol;Acc:MGI:98932]
ENSMUSG00000039263	Npepl1	NPEPL1	ENSG00000215440	aminopeptidase-like 1 [Source:MGI Symbol;Acc:MGI:2448523]
ENSMUSG00000036565	Ttyh3	TTYH3	ENSG00000136295	tweety family member 3 [Source:MGI Symbol;Acc:MGI:1925589]
ENSMUSG00000016995	Matn4	MATN4	ENSG00000124159	matrilin 4 [Source:MGI Symbol;Acc:MGI:1328314]
ENSMUSG00000021403	Serpinb9b	SERPINB9	ENSG00000170542	serine (or cysteine) peptidase inhibitor, clade B, member 9b [Source:MGI Symbol;Acc:MGI:894668]
ENSMUSG00000022174	Dad1	DAD1	ENSG00000129562	defender against cell death 1 [Source:MGI Symbol;Acc:MGI:101912]
ENSMUSG00000042079	Hnrnpf	HNRNPF	ENSG00000169813	heterogeneous nuclear ribonucleoprotein F [Source:MGI Symbol;Acc:MGI:2138741]
ENSMUSG00000094686	Ccl21a	CCL21	ENSG00000137077	chemokine (C-C motif) ligand 21A (serine) [Source:MGI Symbol;Acc:MGI:1349183]
ENSMUSG00000039059	Hrh3	HRH3	ENSG00000101180	histamine receptor H3 [Source:MGI Symbol;Acc:MGI:2139279]
ENSMUSG00000000134	Tfe3	TFE3	ENSG00000068323	transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]
ENSMUSG00000034593	Myo5a	MYO5A	ENSG00000197535	myosin VA [Source:MGI Symbol;Acc:MGI:105976]
ENSMUSG00000040456	H2ap	H2AP	ENSG00000187516	H2A.P  histone [Source:MGI Symbol;Acc:MGI:1914584]
ENSMUSG00000026669	Mcm10	MCM10	ENSG00000065328	minichromosome maintenance 10 replication initiation factor [Source:MGI Symbol;Acc:MGI:1917274]
ENSMUSG00000021377	Dek	DEK	ENSG00000124795	DEK oncogene (DNA binding) [Source:MGI Symbol;Acc:MGI:1926209]
ENSMUSG00000045589	Frrs1l	FRRS1L	ENSG00000260230	ferric-chelate reductase 1 like [Source:MGI Symbol;Acc:MGI:2442704]
ENSMUSG00000029096	Htra3	HTRA3	ENSG00000170801	HtrA serine peptidase 3 [Source:MGI Symbol;Acc:MGI:1925808]
ENSMUSG00000006800	Sulf2	SULF2	ENSG00000196562	sulfatase 2 [Source:MGI Symbol;Acc:MGI:1919293]
ENSMUSG00000004988	Fxyd4	FXYD4	ENSG00000150201	FXYD domain-containing ion transport regulator 4 [Source:MGI Symbol;Acc:MGI:1889005]
ENSMUSG00000058046	4933430I17Rik	C9orf43	ENSG00000157653	RIKEN cDNA 4933430I17 gene [Source:MGI Symbol;Acc:MGI:3045314]
ENSMUSG00000035799	Twist1	TWIST1	ENSG00000122691	twist basic helix-loop-helix transcription factor 1 [Source:MGI Symbol;Acc:MGI:98872]
ENSMUSG00000041775	Mapk1ip1	MAPK1IP1L	ENSG00000168175	mitogen-activated protein kinase 1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1916796]
ENSMUSG00000019214	Chtf18	CHTF18	ENSG00000127586	CTF18, chromosome transmission fidelity factor 18 [Source:MGI Symbol;Acc:MGI:2384887]
ENSMUSG00000039137	Whrn	WHRN	ENSG00000095397	whirlin [Source:MGI Symbol;Acc:MGI:2682003]
ENSMUSG00000028356	Ambp	AMBP	ENSG00000106927	alpha 1 microglobulin/bikunin precursor [Source:MGI Symbol;Acc:MGI:88002]
ENSMUSG00000028394	Pole3	POLE3	ENSG00000148229	polymerase (DNA directed), epsilon 3 (p17 subunit) [Source:MGI Symbol;Acc:MGI:1933378]
ENSMUSG00000034761	Map4k5	MAP4K5	ENSG00000012983	mitogen-activated protein kinase kinase kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1925503]
ENSMUSG00000048668	Rhno1	RHNO1	ENSG00000171792	RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:MGI Symbol;Acc:MGI:1915315]
ENSMUSG00000040618	Pck2	PCK2	ENSG00000100889	phosphoenolpyruvate carboxykinase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1860456]
ENSMUSG00000021482	Prxl2c	PRXL2C	ENSG00000158122	peroxiredoxin like 2C [Source:MGI Symbol;Acc:MGI:1913379]
ENSMUSG00000053961	Ang5	ANG	ENSG00000214274	angiogenin, ribonuclease A family, member 5 [Source:MGI Symbol;Acc:MGI:3528599]
ENSMUSG00000045438	Cox19	COX19	ENSG00000240230	cytochrome c oxidase assembly protein 19 [Source:MGI Symbol;Acc:MGI:1915283]
ENSMUSG00000059486	Kbtbd2	KBTBD2	ENSG00000170852	kelch repeat and BTB (POZ) domain containing 2 [Source:MGI Symbol;Acc:MGI:2384811]
ENSMUSG00000038172	Ttc39b	TTC39B	ENSG00000155158	tetratricopeptide repeat domain 39B [Source:MGI Symbol;Acc:MGI:1917113]
ENSMUSG00000034327	Kctd9	KCTD9	ENSG00000104756	potassium channel tetramerisation domain containing 9 [Source:MGI Symbol;Acc:MGI:2145579]
ENSMUSG00000031591	Asah1	ASAH1	ENSG00000104763	N-acylsphingosine amidohydrolase 1 [Source:MGI Symbol;Acc:MGI:1277124]
ENSMUSG00000050028	Olfr745	OR11H6	ENSG00000176219	olfactory receptor 745 [Source:MGI Symbol;Acc:MGI:3030579]
ENSMUSG00000049687	Pheta2	PHETA2	ENSG00000177096	PH domain containing endocytic trafficking adaptor 2 [Source:MGI Symbol;Acc:MGI:2443609]
ENSMUSG00000022231	Sema5a	SEMA5A	ENSG00000112902	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [Source:MGI Symbol;Acc:MGI:107556]
ENSMUSG00000036062	Phf24	PHF24	ENSG00000122733	PHD finger protein 24 [Source:MGI Symbol;Acc:MGI:2140712]
ENSMUSG00000036777	Anln	ANLN	ENSG00000011426	anillin, actin binding protein [Source:MGI Symbol;Acc:MGI:1920174]
ENSMUSG00000015806	Qdpr	QDPR	ENSG00000151552	quinoid dihydropteridine reductase [Source:MGI Symbol;Acc:MGI:97836]
ENSMUSG00000079704	Gm14459	SSX5	ENSG00000165583	predicted gene 14459 [Source:MGI Symbol;Acc:MGI:3650385]
ENSMUSG00000079704	Gm14459	SSX1	ENSG00000126752	predicted gene 14459 [Source:MGI Symbol;Acc:MGI:3650385]
ENSMUSG00000079704	Gm14459	SSX3	ENSG00000165584	predicted gene 14459 [Source:MGI Symbol;Acc:MGI:3650385]
ENSMUSG00000079704	Gm14459	SSX4	ENSG00000268009	predicted gene 14459 [Source:MGI Symbol;Acc:MGI:3650385]
ENSMUSG00000079704	Gm14459	SSX4B	ENSG00000269791	predicted gene 14459 [Source:MGI Symbol;Acc:MGI:3650385]
ENSMUSG00000079704	Gm14459	SSX7	ENSG00000187754	predicted gene 14459 [Source:MGI Symbol;Acc:MGI:3650385]
ENSMUSG00000079704	Gm14459	SSX2	ENSG00000241476	predicted gene 14459 [Source:MGI Symbol;Acc:MGI:3650385]
ENSMUSG00000079704	Gm14459	SSX2B	ENSG00000268447	predicted gene 14459 [Source:MGI Symbol;Acc:MGI:3650385]
ENSMUSG00000021415	4933417A18Rik	C6orf201	ENSG00000185689	RIKEN cDNA 4933417A18 gene [Source:MGI Symbol;Acc:MGI:1914011]
ENSMUSG00000036721	Zscan12	ZSCAN12	ENSG00000158691	zinc finger and SCAN domain containing 12 [Source:MGI Symbol;Acc:MGI:1099444]
ENSMUSG00000019132	BC005537	C6orf62	ENSG00000112308	cDNA sequence BC005537 [Source:MGI Symbol;Acc:MGI:2441726]
ENSMUSG00000028343	Erp44	ERP44	ENSG00000023318	endoplasmic reticulum protein 44 [Source:MGI Symbol;Acc:MGI:1923549]
ENSMUSG00000021090	Lrrc9	LRRC9	ENSG00000131951	leucine rich repeat containing 9 [Source:MGI Symbol;Acc:MGI:1925507]
ENSMUSG00000026773	Pfkfb3	PFKFB3	ENSG00000170525	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:MGI Symbol;Acc:MGI:2181202]
ENSMUSG00000069300	H2bc11	H2BC13	ENSG00000185130	H2B clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448388]
ENSMUSG00000022382	Wnt7b	WNT7B	ENSG00000188064	wingless-type MMTV integration site family, member 7B [Source:MGI Symbol;Acc:MGI:98962]
ENSMUSG00000108981	Gm15262	BEND2	ENSG00000177324	predicted gene 15262 [Source:MGI Symbol;Acc:MGI:3705232]
ENSMUSG00000022400	Rbx1	RBX1	ENSG00000100387	ring-box 1 [Source:MGI Symbol;Acc:MGI:1891829]
ENSMUSG00000013523	Bcas1	BCAS1	ENSG00000064787	breast carcinoma amplified sequence 1 [Source:MGI Symbol;Acc:MGI:1924210]
ENSMUSG00000027365	Trpm7	TRPM7	ENSG00000092439	transient receptor potential cation channel, subfamily M, member 7 [Source:MGI Symbol;Acc:MGI:1929996]
ENSMUSG00000029104	Htt	HTT	ENSG00000197386	huntingtin [Source:MGI Symbol;Acc:MGI:96067]
ENSMUSG00000090113	Nhlrc4	NHLRC4	ENSG00000257108	NHL repeat containing 4 [Source:MGI Symbol;Acc:MGI:3687200]
ENSMUSG00000041992	Rapgef5	RAPGEF5	ENSG00000136237	Rap guanine nucleotide exchange factor (GEF) 5 [Source:MGI Symbol;Acc:MGI:2444365]
ENSMUSG00000040680	Kremen2	KREMEN2	ENSG00000131650	kringle containing transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1920266]
ENSMUSG00000048142	Nat8l	NAT8L	ENSG00000185818	N-acetyltransferase 8-like [Source:MGI Symbol;Acc:MGI:2447776]
ENSMUSG00000035896	Rnase1	RNASE1	ENSG00000129538	ribonuclease, RNase A family, 1 (pancreatic) [Source:MGI Symbol;Acc:MGI:97919]
ENSMUSG00000039109	F13a1	F13A1	ENSG00000124491	coagulation factor XIII, A1 subunit [Source:MGI Symbol;Acc:MGI:1921395]
ENSMUSG00000038982	Bloc1s5	BLOC1S5-TXNDC5	ENSG00000259040	biogenesis of lysosomal organelles complex-1, subunit 5, muted [Source:MGI Symbol;Acc:MGI:2178598]
ENSMUSG00000038982	Bloc1s5	BLOC1S5	ENSG00000188428	biogenesis of lysosomal organelles complex-1, subunit 5, muted [Source:MGI Symbol;Acc:MGI:2178598]
ENSMUSG00000079469	Pigb	PIGB	ENSG00000069943	phosphatidylinositol glycan anchor biosynthesis, class B [Source:MGI Symbol;Acc:MGI:1891825]
ENSMUSG00000038042	Ptpdc1	PTPDC1	ENSG00000158079	protein tyrosine phosphatase domain containing 1 [Source:MGI Symbol;Acc:MGI:2145430]
ENSMUSG00000039086	Ss18l1	SS18L1	ENSG00000184402	SS18, nBAF chromatin remodeling complex subunit like 1 [Source:MGI Symbol;Acc:MGI:2444061]
ENSMUSG00000037347	Chst7	CHST7	ENSG00000147119	carbohydrate (N-acetylglucosamino) sulfotransferase 7 [Source:MGI Symbol;Acc:MGI:1891767]
ENSMUSG00000021575	Ahrr	AHRR	ENSG00000063438	aryl-hydrocarbon receptor repressor [Source:MGI Symbol;Acc:MGI:1333776]
ENSMUSG00000021476	Habp4	HABP4	ENSG00000130956	hyaluronic acid binding protein 4 [Source:MGI Symbol;Acc:MGI:1891713]
ENSMUSG00000033943	Mga	MGA	ENSG00000174197	MAX gene associated [Source:MGI Symbol;Acc:MGI:1352483]
ENSMUSG00000057132	Rpgrip1	RPGRIP1	ENSG00000092200	retinitis pigmentosa GTPase regulator interacting protein 1 [Source:MGI Symbol;Acc:MGI:1932134]
ENSMUSG00000066148	Prpf4	PRPF4	ENSG00000136875	pre-mRNA processing factor 4 [Source:MGI Symbol;Acc:MGI:1917302]
ENSMUSG00000045078	Rnf216	RNF216	ENSG00000011275	ring finger protein 216 [Source:MGI Symbol;Acc:MGI:1344349]
ENSMUSG00000040229	Gpr34	GPR34	ENSG00000171659	G protein-coupled receptor 34 [Source:MGI Symbol;Acc:MGI:1346334]
ENSMUSG00000024188	Luc7l	LUC7L	ENSG00000007392	Luc7-like [Source:MGI Symbol;Acc:MGI:1914228]
ENSMUSG00000029102	Hgfac	HGFAC	ENSG00000109758	hepatocyte growth factor activator [Source:MGI Symbol;Acc:MGI:1859281]
ENSMUSG00000001082	Mfsd10	MFSD10	ENSG00000109736	major facilitator superfamily domain containing 10 [Source:MGI Symbol;Acc:MGI:1915544]
ENSMUSG00000035852	Misp	MISP	ENSG00000099812	mitotic spindle positioning [Source:MGI Symbol;Acc:MGI:1926156]
ENSMUSG00000049871	Nlrc3	NLRC3	ENSG00000167984	NLR family, CARD domain containing 3 [Source:MGI Symbol;Acc:MGI:2444070]
ENSMUSG00000033781	Asb13	ASB13	ENSG00000196372	ankyrin repeat and SOCS box-containing 13 [Source:MGI Symbol;Acc:MGI:2145525]
ENSMUSG00000038025	Phf2	PHF2	ENSG00000197724	PHD finger protein 2 [Source:MGI Symbol;Acc:MGI:1338034]
ENSMUSG00000057762	Gm6169	PLP2	ENSG00000102007	predicted gene 6169 [Source:MGI Symbol;Acc:MGI:3646298]
ENSMUSG00000028339	Col15a1	COL15A1	ENSG00000204291	collagen, type XV, alpha 1 [Source:MGI Symbol;Acc:MGI:88449]
ENSMUSG00000027513	Pck1	PCK1	ENSG00000124253	phosphoenolpyruvate carboxykinase 1, cytosolic [Source:MGI Symbol;Acc:MGI:97501]
ENSMUSG00000055923	Aasdh	AASDH	ENSG00000157426	aminoadipate-semialdehyde dehydrogenase [Source:MGI Symbol;Acc:MGI:2442517]
ENSMUSG00000079702	Ssxb6	SSX5	ENSG00000165583	synovial sarcoma, X member B6 [Source:MGI Symbol;Acc:MGI:2446775]
ENSMUSG00000079702	Ssxb6	SSX1	ENSG00000126752	synovial sarcoma, X member B6 [Source:MGI Symbol;Acc:MGI:2446775]
ENSMUSG00000079702	Ssxb6	SSX3	ENSG00000165584	synovial sarcoma, X member B6 [Source:MGI Symbol;Acc:MGI:2446775]
ENSMUSG00000079702	Ssxb6	SSX4	ENSG00000268009	synovial sarcoma, X member B6 [Source:MGI Symbol;Acc:MGI:2446775]
ENSMUSG00000079702	Ssxb6	SSX4B	ENSG00000269791	synovial sarcoma, X member B6 [Source:MGI Symbol;Acc:MGI:2446775]
ENSMUSG00000079702	Ssxb6	SSX7	ENSG00000187754	synovial sarcoma, X member B6 [Source:MGI Symbol;Acc:MGI:2446775]
ENSMUSG00000079702	Ssxb6	SSX2	ENSG00000241476	synovial sarcoma, X member B6 [Source:MGI Symbol;Acc:MGI:2446775]
ENSMUSG00000079702	Ssxb6	SSX2B	ENSG00000268447	synovial sarcoma, X member B6 [Source:MGI Symbol;Acc:MGI:2446775]
ENSMUSG00000037260	Hgsnat	HGSNAT	ENSG00000165102	heparan-alpha-glucosaminide N-acetyltransferase [Source:MGI Symbol;Acc:MGI:1196297]
ENSMUSG00000036023	Parp2	PARP2	ENSG00000129484	poly (ADP-ribose) polymerase family, member 2 [Source:MGI Symbol;Acc:MGI:1341112]
ENSMUSG00000035601	Trmt10b	TRMT10B	ENSG00000165275	tRNA methyltransferase 10B [Source:MGI Symbol;Acc:MGI:1917184]
ENSMUSG00000023903	Mmp25	MMP25	ENSG00000008516	matrix metallopeptidase 25 [Source:MGI Symbol;Acc:MGI:2443938]
ENSMUSG00000021068	Nin	NIN	ENSG00000100503	ninein [Source:MGI Symbol;Acc:MGI:105108]
ENSMUSG00000035910	Dcdc2a	DCDC2	ENSG00000146038	doublecortin domain containing 2a [Source:MGI Symbol;Acc:MGI:2652818]
ENSMUSG00000039611	Tmem246	PGAP4	ENSG00000165152	transmembrane protein 246 [Source:MGI Symbol;Acc:MGI:1914313]
ENSMUSG00000050295	Foxc1	FOXC1	ENSG00000054598	forkhead box C1 [Source:MGI Symbol;Acc:MGI:1347466]
ENSMUSG00000071202	Ccdc78	CCDC78	ENSG00000162004	coiled-coil domain containing 78 [Source:MGI Symbol;Acc:MGI:2685784]
ENSMUSG00000047841	Fndc11	FNDC11	ENSG00000125531	fibronectin type III domain containing 11 [Source:MGI Symbol;Acc:MGI:3051572]
ENSMUSG00000034617	Mtrr	MTRR	ENSG00000124275	5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:MGI Symbol;Acc:MGI:1891037]
ENSMUSG00000071451	Psmg4	PSMG4	ENSG00000180822	proteasome (prosome, macropain) assembly chaperone 4 [Source:MGI Symbol;Acc:MGI:1916916]
ENSMUSG00000057147	Dph6	DPH6	ENSG00000134146	diphthamine biosynthesis 6 [Source:MGI Symbol;Acc:MGI:1913882]
ENSMUSG00000029213	Commd8	COMMD8	ENSG00000169019	COMM domain containing 8 [Source:MGI Symbol;Acc:MGI:1343485]
ENSMUSG00000017003	Svs3a	SEMG1	ENSG00000124233	seminal vesicle secretory protein 3A [Source:MGI Symbol;Acc:MGI:1927635]
ENSMUSG00000017003	Svs3a	SEMG2	ENSG00000124157	seminal vesicle secretory protein 3A [Source:MGI Symbol;Acc:MGI:1927635]
ENSMUSG00000023216	Epb42	EPB42	ENSG00000166947	erythrocyte membrane protein band 4.2 [Source:MGI Symbol;Acc:MGI:95402]
ENSMUSG00000052040	Klf13	KLF13	ENSG00000169926	Kruppel-like factor 13 [Source:MGI Symbol;Acc:MGI:1354948]
ENSMUSG00000073889	Il11ra1	IL11RA	ENSG00000137070	interleukin 11 receptor, alpha chain 1 [Source:MGI Symbol;Acc:MGI:107426]
ENSMUSG00000037984	Neurod6	NEUROD6	ENSG00000164600	neurogenic differentiation 6 [Source:MGI Symbol;Acc:MGI:106593]
ENSMUSG00000045967	Gpr158	GPR158	ENSG00000151025	G protein-coupled receptor 158 [Source:MGI Symbol;Acc:MGI:2441697]
ENSMUSG00000093806	Asmt	ASMT	ENSG00000196433	acetylserotonin O-methyltransferase [Source:MGI Symbol;Acc:MGI:96090]
ENSMUSG00000021346	Prl8a8	PRL	ENSG00000172179	prolactin family 8, subfamily a, member 81 [Source:MGI Symbol;Acc:MGI:1921438]
ENSMUSG00000020190	Mknk2	MKNK2	ENSG00000099875	MAP kinase-interacting serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:894279]
ENSMUSG00000022216	Psme1	PSME1	ENSG00000092010	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) [Source:MGI Symbol;Acc:MGI:1096367]
ENSMUSG00000027238	Frmd5	FRMD5	ENSG00000171877	FERM domain containing 5 [Source:MGI Symbol;Acc:MGI:2442557]
ENSMUSG00000038827	Abitram	ABITRAM	ENSG00000119328	actin binding transcription modulator [Source:MGI Symbol;Acc:MGI:2677850]
ENSMUSG00000016252	Atp5e	ATP5F1E	ENSG00000124172	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit [Source:MGI Symbol;Acc:MGI:1855697]
ENSMUSG00000070923	Klhl9	KLHL9	ENSG00000198642	kelch-like 9 [Source:MGI Symbol;Acc:MGI:2180122]
ENSMUSG00000034912	Mdga2	MDGA2	ENSG00000139915	MAM domain containing glycosylphosphatidylinositol anchor 2 [Source:MGI Symbol;Acc:MGI:2444706]
ENSMUSG00000041130	Zfp598	ZNF598	ENSG00000167962	zinc finger protein 598 [Source:MGI Symbol;Acc:MGI:2670965]
ENSMUSG00000093828	Ccl27a	CCL27	ENSG00000213927	chemokine (C-C motif) ligand 27A [Source:MGI Symbol;Acc:MGI:1343459]
ENSMUSG00000072889	Nfxl1	NFXL1	ENSG00000170448	nuclear transcription factor, X-box binding-like 1 [Source:MGI Symbol;Acc:MGI:1923646]
ENSMUSG00000022453	Naga	NAGA	ENSG00000198951	N-acetyl galactosaminidase, alpha [Source:MGI Symbol;Acc:MGI:1261422]
ENSMUSG00000031489	Adrb3	ADRB3	ENSG00000188778	adrenergic receptor, beta 3 [Source:MGI Symbol;Acc:MGI:87939]
ENSMUSG00000028307	Aldob	ALDOB	ENSG00000136872	aldolase B, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:87995]
ENSMUSG00000020216	Jsrp1	JSRP1	ENSG00000167476	junctional sarcoplasmic reticulum protein 1 [Source:MGI Symbol;Acc:MGI:1916700]
ENSMUSG00000005312	Ubqln1	UBQLN1	ENSG00000135018	ubiquilin 1 [Source:MGI Symbol;Acc:MGI:1860276]
ENSMUSG00000028392	Bspry	BSPRY	ENSG00000119411	B-box and SPRY domain containing [Source:MGI Symbol;Acc:MGI:2177191]
ENSMUSG00000036095	Dgkb	DGKB	ENSG00000136267	diacylglycerol kinase, beta [Source:MGI Symbol;Acc:MGI:2442474]
ENSMUSG00000022159	Rab2b	RAB2B	ENSG00000129472	RAB2B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1923588]
ENSMUSG00000031357	Syap1	SYAP1	ENSG00000169895	synapse associated protein 1 [Source:MGI Symbol;Acc:MGI:1914293]
ENSMUSG00000048450	Msx1	MSX1	ENSG00000163132	msh homeobox 1 [Source:MGI Symbol;Acc:MGI:97168]
ENSMUSG00000095595	Fam177a	FAM177A1	ENSG00000151327	family with sequence similarity 177, member A [Source:MGI Symbol;Acc:MGI:1920635]
ENSMUSG00000071113	Mboat4	MBOAT4	ENSG00000177669	membrane bound O-acyltransferase domain containing 4 [Source:MGI Symbol;Acc:MGI:2685017]
ENSMUSG00000070533	Wfdc8	WFDC8	ENSG00000158901	WAP four-disulfide core domain 8 [Source:MGI Symbol;Acc:MGI:2685552]
ENSMUSG00000021432	Slc35b3	SLC35B3	ENSG00000124786	solute carrier family 35, member B3 [Source:MGI Symbol;Acc:MGI:1913978]
ENSMUSG00000028370	Pappa	PAPPA	ENSG00000182752	pregnancy-associated plasma protein A [Source:MGI Symbol;Acc:MGI:97479]
ENSMUSG00000031149	Praf2	PRAF2	ENSG00000243279	PRA1 domain family 2 [Source:MGI Symbol;Acc:MGI:1859607]
ENSMUSG00000074384	AI429214	C8orf48	ENSG00000164743	expressed sequence AI429214 [Source:MGI Symbol;Acc:MGI:2142538]
ENSMUSG00000021611	Tert	TERT	ENSG00000164362	telomerase reverse transcriptase [Source:MGI Symbol;Acc:MGI:1202709]
ENSMUSG00000027130	Slc12a6	SLC12A6	ENSG00000140199	solute carrier family 12, member 6 [Source:MGI Symbol;Acc:MGI:2135960]
ENSMUSG00000022037	Clu	CLU	ENSG00000120885	clusterin [Source:MGI Symbol;Acc:MGI:88423]
ENSMUSG00000074934	Grem1	GREM1	ENSG00000166923	gremlin 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1344337]
ENSMUSG00000026740	Dnajc1	DNAJC1	ENSG00000136770	DnaJ heat shock protein family (Hsp40) member C1 [Source:MGI Symbol;Acc:MGI:103268]
ENSMUSG00000055296	Tmem245	TMEM245	ENSG00000106771	transmembrane protein 245 [Source:MGI Symbol;Acc:MGI:2445107]
ENSMUSG00000046782	Ttc6	TTC6	ENSG00000139865	tetratricopeptide repeat domain 6 [Source:MGI Symbol;Acc:MGI:2684915]
ENSMUSG00000029618	Ocm	OCM	ENSG00000122543	oncomodulin [Source:MGI Symbol;Acc:MGI:97401]
ENSMUSG00000041731	Pgm5	PGM5	ENSG00000154330	phosphoglucomutase 5 [Source:MGI Symbol;Acc:MGI:1925668]
ENSMUSG00000055254	Ntrk2	NTRK2	ENSG00000148053	neurotrophic tyrosine kinase, receptor, type 2 [Source:MGI Symbol;Acc:MGI:97384]
ENSMUSG00000018459	Slc13a3	SLC13A3	ENSG00000158296	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3 [Source:MGI Symbol;Acc:MGI:2149635]
ENSMUSG00000017817	Jph2	JPH2	ENSG00000149596	junctophilin 2 [Source:MGI Symbol;Acc:MGI:1891496]
ENSMUSG00000049999	Ppp1r3d	PPP1R3D	ENSG00000132825	protein phosphatase 1, regulatory subunit 3D [Source:MGI Symbol;Acc:MGI:1917664]
ENSMUSG00000049950	Rpp38	RPP38	ENSG00000152464	ribonuclease P/MRP 38 subunit [Source:MGI Symbol;Acc:MGI:2443607]
ENSMUSG00000036078	Sigmar1	SIGMAR1	ENSG00000147955	sigma non-opioid intracellular receptor 1 [Source:MGI Symbol;Acc:MGI:1195268]
ENSMUSG00000047222	Rnase2a	RNASE3	ENSG00000169397	ribonuclease, RNase A family, 2A (liver, eosinophil-derived neurotoxin) [Source:MGI Symbol;Acc:MGI:1890465]
ENSMUSG00000047222	Rnase2a	RNASE2	ENSG00000169385	ribonuclease, RNase A family, 2A (liver, eosinophil-derived neurotoxin) [Source:MGI Symbol;Acc:MGI:1890465]
ENSMUSG00000047977	Synb	ERVFRD-1	ENSG00000244476	syncytin b [Source:MGI Symbol;Acc:MGI:3045308]
ENSMUSG00000004151	Etv1	ETV1	ENSG00000006468	ets variant 1 [Source:MGI Symbol;Acc:MGI:99254]
ENSMUSG00000031538	Plat	PLAT	ENSG00000104368	plasminogen activator, tissue [Source:MGI Symbol;Acc:MGI:97610]
ENSMUSG00000046178	Nxph1	NXPH1	ENSG00000122584	neurexophilin 1 [Source:MGI Symbol;Acc:MGI:107492]
ENSMUSG00000074446	Defa23	DEFA1	ENSG00000206047	defensin, alpha, 23 [Source:MGI Symbol;Acc:MGI:3630381]
ENSMUSG00000074446	Defa23	DEFA1B	ENSG00000240247	defensin, alpha, 23 [Source:MGI Symbol;Acc:MGI:3630381]
ENSMUSG00000074446	Defa23	DEFA3	ENSG00000239839	defensin, alpha, 23 [Source:MGI Symbol;Acc:MGI:3630381]
